IMDB,ID,Title,Genre,Tags,Director,Cast,Language,Rating
0019509,146564,Underground (1928) ,"['Drama', 'Romance']","['london england', 'boardinghouse', 'flowers', 'murder', 'train']",Anthony Asquith,"['Brian Aherne', 'Elissa Landi', 'Cyril McLaglen', 'Norah Baring']",None,7.3
0066505,146566,Underground (1970) ,"['Drama', 'Thriller', 'War']","['resistance', 'spy', 'world war two', 'independent film']",Arthur H. Nadel,"['Robert Goulet', 'Danièle Gaubert', 'Lawrence Dobkin', 'Carl Duering', 'Joachim Hansen', 'Roger Delgado', 'Alexander Peleg', 'George Pravda', 'Leon Lissek', 'Harry Brooks Jr.', 'Sebastian Breaks', 'Nicole Croisille', 'Derry Power', 'Paul Murphy', 'Gerry Sullivan']",English,5.0
0870209,146568,Underground (2007) ,['Action'],"['tournament', 'mixed martial arts', 'violence', 'martial arts', 'fighting']",Chee Keong Cheung,"['Mark Strange', 'Nathan Lewis', 'Joey Ansah', 'Leon Sua', 'Glenn Salvage', 'Beau Fowler', 'Shane Steyn', 'Liang Yang', 'Zara Phythian', 'William Mickleburgh', 'Scott Houston', 'Chris Smith', 'Fidel Nanton', 'Danny John-Jules', 'Gary Webster']",English,4.2
1811371,146570,Underground (2011) ,['Horror'],"['friend', 'underground facility', 'science gone wrong', 'nazi', 'monster']",Rafael Eisenman,"['Jacob D. Woody', 'Sofia Pernas', ""Adrian R'Mante"", ""Jeff D'Agostino"", 'Christine Evangelista', 'Megan Hensley', 'Adam Meirick', 'Jack Donner', 'Inbar Lavi', 'Chaz Allen', 'Hayley Goldstein', 'Kimberley Roper', 'Christina George', 'Joey Farver', 'Adam Hackathorn']",English,3.8
0075701,146574,Asignatura pendiente (1977) ,['Drama'],['love'],José Luis Garci,"['José Sacristán', 'Fiorella Faltoyano', 'Antonio Gamero', 'Silvia Tortosa', 'Héctor Alterio', 'Simón Andreu', 'Covadonga Cadenas', 'María Casanova', 'José Fernández', 'Pilar Lavanda', 'Carmen Luján', 'José María González Sinde', 'Berta Fraguas', 'Micaela Fraguas']",Spanish,6.6
0032135,146576,Within the Law (1939) ,"['Crime', 'Drama', 'Romance']","['prison', 'revenge', 'self defense', 'detective', 'courtroom']",Gustav Machatý,"['Ruth Hussey', 'Tom Neal', 'Paul Kelly', 'William Gargan', 'Paul Cavanagh', 'Rita Johnson', 'Samuel S. Hinds', 'Lynne Carver', 'Sidney Blackmer', 'Jo Ann Sayers', 'Ann Morriss', 'James Burke', 'Donald Douglas', 'Cliff Clark', 'Claude King']",English,6.6
1754912,146578,Wrath (2011) ,['Thriller'],['game'],Jonathan Neil Dixon,"['Louise Janelle Bartlett', 'Bianca Bradey', 'Jazz Cohn', 'Michael Cullen', 'Stef Dawson', 'William Emmons', 'Allen Ennew', 'Charlie Falkner', 'Xavier Fernandez', 'Corey Page', 'Damien Prokop', 'Rod Ramsay', 'Rebecca Ratcliff', 'Gary Stubbings', 'Michael Windeyer']",English,3.5
0072626,146580,The House of the Dead (1978) ,['Horror'],"['horror anthology', 'serial killer', 'cult', 'halloween mask', 'affair']",Sharron Miller,"['John Ericson', 'Ivor Francis', 'Judith Novgrod', 'Burr DeBenning', 'Charles Aidman', 'Bernard Fox', 'Richard Gates', 'Elizabeth MacRae', 'Linda Gibboney', 'Leslie Paxton', 'John King III', 'Bo Byers', ""David O'Malley"", 'Robert Telford', 'Michael Colley']",English,4.5
4125220,146582,Isla Bonita (2015) ,"['Comedy', 'Drama']","['love triangle', 'island', 'sculpture', 'female full frontal nudity', 'female frontal nudity']",Fernando Colomo,"['Olivia Delcán', 'Fernando Colomo', 'Nuria Román', 'Miguel Ángel Furones', 'Lilian Caro', 'Tim Bettermann', 'Lluís Marquès', 'Alberto Pacheco', 'Olga Román']",Spanish,6.1
0118748,146584,Boogie Boy (1998) ,"['Crime', 'Thriller']","['motel', 'drugs', 'ex convict', 'drug deal', 'cell mate']",Craig Hamann,"['Mark Dacascos', 'Emily Lloyd', 'Michael Peña', 'Jaimz Woolvett', 'Scott Sowers', 'Karen Sheperd', 'Robert Bauer', 'Traci Lords', 'Linnea Quigley', 'John Hawkes', 'Joan Jett', 'Tommy Price', 'Sean Koos', 'Tony Bruno', 'Brett R. Goetsch']",English,5.1
0093763,146586,Positive I.D. (1986) ,"['Crime', 'Drama', 'Thriller']","['rape victim', 'revenge', 'neo noir', 'psychotronic film', 'fake identification']",Andy Anderson,"['Stephanie Rascoe Myers', 'John S. Davies', 'Steven Fromholz', 'Lauren Lane', 'Gail Cronauer', 'Matthew Sacks', 'Audeen Casey', 'Steven Jay Hoey', 'Erin White', 'Terry Leeser', 'Steve Garrett', 'Dottie Mandel', 'James Buchanan', 'William Spurlock', 'Tim Hatcher']",English,5.9
0113017,146590,Falling for You (1995) ,['Thriller'],"['amnesia', 'based on play']",Eric Till,"['Jennie Garth', 'Currie Graham', 'Costas Mandylor', 'Peter Outerbridge', 'Eugene Clark', 'Helen Shaver', 'Billy Dee Williams', 'Walter Alza', 'Warren Dexter Beatty', 'Laura Catalano', 'Gordon Currie', 'Lucy Filippone', 'Kimberly Huie', 'Paul Molitor', 'Anne Pellett']",English,5.1
1224376,146592,Tobruk (2008) ,"['History', 'War']","['heat', 'hot weather', 'desert', 'sand', 'tobruk libya']",Václav Marhoul,"['Jan Meduna', 'Petr Vanek', 'Robert Nebrenský', 'Michal Novotný', 'Martin Nahálka', 'Matús Krátky', 'Krystof Rímský', 'Petr Lnenicka', 'Andrej Polák', 'Petr Stach', 'Radim Fiala', 'Matej Hádek', 'Karel Klinovsky', 'Petr Halberstadt', 'Petr Vrsek']",Czech,5.9
0098732,146595,Últimas imágenes del naufragio (1989) ,['Drama'],"['suicide attempt', 'midlife crisis', 'insurance agent']",Eliseo Subiela,"['Lorenzo Quinteros', 'Noemí Frenkel', 'Hugo Soto', 'Pablo Brichta', 'Sara Benítez', 'Andrés Tiengo', 'Alicia Aller', 'Alfredo Stuart', 'Alfredo Alcón', 'Marisa Ferrari', 'Vivi Tellas', 'Amanda Beitia', 'Rafael Moreno', 'Marta Machado', 'Willy Nikiforos']",Spanish,7.2
0403057,146600,Gardener of Eden (2007) ,"['Comedy', 'Drama']","['vietnam war veteran', 'rapist', 'fight', 'rape victim', 'drugs']",Kevin Connolly,"['Lukas Haas', 'Erika Christensen', 'Giovanni Ribisi', 'David Patrick Kelly', 'Ann Dowd', 'Jon Abrahams', 'Jim Parsons', 'Anthony Fazio', 'Danny A. Abeckaser', 'John Arocho', 'Khan Baykal', 'Gregg Bello', 'Lauren Bittner', 'David Bortolucci', 'Franco Bulaon']",English,6.1
3282858,146604,Naomi and Ely's No Kiss List (2015) ,"['Comedy', 'Drama', 'Romance']","['gay', 'friendship', 'gay kiss', 'lesbian parents', 'gay man straight woman']",Kristin Hanggi,"['Victoria Justice', 'Pierson Fode', 'Matthew Daddario', 'Ryan Ward', 'Griffin Newman', 'Monique Coleman', 'Danny Flaherty', 'Gary Betsworth', 'Dean Kapica', 'Marianne Hagan', 'Maddie Corman', 'Petronia Paley', 'Kathy Tong', 'Cliff Samara', 'Roger Yeh']",English,5.5
4224478,146606,The Subjects (2015) ,['Thriller'],"['australian supernatural', 'australian science fiction', 'australian fantasy']",Robert Mond,"[""Paul O'Brien"", 'Charlotte Nicdao', 'Emily Wheaton', 'Spencer McLaren', 'Paul Henri', 'Katharine Innes', 'Frank Magree', 'Tosh Greenslade', 'Paris Culbertson', ""Luke D'Emanuele"", 'Josef Gatti', 'Abbe Holmes', 'Dylan Jones', 'Robert Mond', 'Pip Mushin']",English,5.2
0167956,146608,Geppo il folle (1978) ,"['Comedy', 'Music']",['singer'],Adriano Celentano,"['Adriano Celentano', 'Claudia Mori', 'Fanny Noël', 'Pietro Brambilla', 'Memo Dittongo', 'Miky Del Prete', 'Gino Santercole', 'Diego Bandini', 'Danilo Bandini', 'Marco Columbro', 'Lory Del Santo', 'Raffaele di Sipio', 'Felice Andreasi', 'Luciano Bonanni', 'Giorgio Faletti']",Italian,5.9
0089375,146610,Joan Lui - Ma un giorno nel paese arrivo io di lunedì (1985) ,"['Comedy', 'Drama', 'Musical']",['preacher'],Adriano Celentano,"['Adriano Celentano', 'Claudia Mori', 'Marthe Keller', 'Federica Moro', 'Sherri Anderson', 'Federico Boido', 'Aurora Cancian', 'Gino Cogliandro', ""Gianni Dall'Aglio"", 'Filippo De Gara', 'Probo Galluzzi', 'Giada Gerini', 'Gian', 'William Heard Martin', 'André De La Roche']",Italian,4.9
0168201,146612,Super rapina a Milano (1964) ,"['Crime', 'Drama']",['poliziottesco'],Adriano Celentano,"['Adriano Celentano', 'Claudia Mori', 'Don Backy', 'Gino Santercole', 'Detto Mariano', 'Miky Del Prete', 'Dante Posani', 'Vittorio Salvetti', 'Milena Bettini', 'Tiziano', 'Loris Bazzocchi', 'Isarco Ravaioli', 'Rafael Pisareff', 'Franco Adducci', 'Ico Cerutti']",Italian,6.2
0168265,146614,Yuppi du (1975) ,"['Comedy', 'Drama']","['husband wife relationship', 'suicide attempt', 'love triangle', 'italy', 'aristocrat']",Adriano Celentano,"['Claudia Mori', 'Charlotte Rampling', 'Gino Santercole', 'Adriano Celentano', 'Rosita Celentano', 'Carla Brait', 'Memo Dittongo', 'John Lee', 'Jon Lei', 'Carla Mancini', 'Lino Toffolo', 'Sonia Viviani']",Italian,6.2
0069148,146616,Questa specie d'amore (1972) ,['Drama'],"['italy', 'melodrama', 'based on novel']",Alberto Bevilacqua,"['Ugo Tognazzi', 'Jean Seberg', 'Ewa Aulin', 'Angelo Infanti', 'Evi Maltagliati', 'Marisa Belli', 'Anna Orso', 'Gianfranco Rolfi', 'Andrea Salvini', 'Bianca Castagnetta', 'Sara Simoni', 'Ezio Marano', 'Fernando Cerulli', 'Giulio Donnini', 'Pietro Brambilla']",Italian,5.1
0069937,146620,D'amore si muore (1972) ,['Drama'],"['based on play', 'based on novel']",Carlo Carunchio,"['Silvana Mangano', 'Lino Capolicchio', 'Milva', 'Paolo Graziosi', 'Luc Merenda', 'Stefania Casini', 'Duilio Del Prete', 'Adriana Asti', 'Yves Beneyton', 'Gerald Incandela']",Italian,6.8
0062938,146624,Escalation (1968) ,['Comedy'],['london england'],Roberto Faenza,"['Lino Capolicchio', 'Claudine Auger', 'Gabriele Ferzetti', 'Didi Perego', 'Leopoldo Trieste', 'Paola Corinti', 'Dada Gallotti', 'Jacqueline Perrier']",Italian,6.0
0178544,146630,H2S (1969) ,"['Drama', 'Sci-Fi']",['student'],Roberto Faenza,"['Lionel Stander', 'Denis Gilmore', 'Carole André', 'Giancarlo Cobelli', 'Paolo Poli', 'Franco Valobra', 'Alfred Thomas', 'Massimo Sarchielli']",Italian,5.1
0375571,146632,Ayitha Ezhuthu (2004) ,"['Action', 'Drama', 'Thriller']","['bridge', 'love', 'youth leader', 'husband wife relationship', 'boyfriend girlfriend relationship']",Mani Ratnam,"['Suriya', 'Madhavan', 'Siddharth', 'Meera Jasmine', 'Esha Deol', 'Trisha Krishnan', 'Bharathiraja', 'Janakaraj', 'Karthi', 'R.S. Shivaji', 'Sriman', 'Suchitra', 'T.S. Suresh', 'Ejji K. Umamahesh']",Tamil,7.8
1779826,146634,Maktub (2011) ,"['Comedy', 'Drama']",[],Paco Arango,"['Diego Peretti', 'Aitana Sánchez-Gijón', 'Goya Toledo', 'Amparo Baró', 'Rosa Maria Sardà', 'Mariví Bilbao', 'Enrique Villén', 'Andoni Hernández', 'Arón Piper', 'Sara Jiménez', 'Laura Esquivel', 'Jorge Garcia', 'Oriol Tarrasón', 'Fátima Baeza', 'Pere Brasó']",Spanish,6.8
3073490,146636,Committed (2014) ,"['Comedy', 'Romance']","['commitment', 'self doubt', 'love', 'friendship', 'road trip']",Stelana Kliris,"['Melia Kreiling', 'Orestes Sophocleous', 'Dimitris Xystras', 'Alexia Paraskeva', 'Dimitris Sacorafos', 'Kerry Constantinou', 'Erato Aristotelous', 'Andreas Ioannou', 'Spyros Kliri', 'Ioannis Kliris', 'Marios Matheou', 'Mo', 'Eftychia Neophytou', 'Elli R.']",English,6.2
2351524,146638,La educación prohibida (2012) ,['Documentary'],['reenactment'],German Doin,"['Santiago Magariños', 'Amira Adre', 'Nicolás Valenzuela', 'Gastón Pauls', 'Alejandra Figueroa', 'Jimena Del Pozo', 'Jota David Ojeda', 'Eliana Grosso', 'Victoria Larriveu', 'Teresa Gioia', 'Tulio Gomez Alzaga', 'Sandro Molfesa', 'María del Carmen Antelo', 'Marina Groshaus', 'Nancy Encinas']",Spanish,7.5
3733622,146640,Tarja Branca (2014) ,"['Documentary', 'Family', 'History']",['society'],Cacau Rhoden,"['Alberto Ikeda', 'Alfredo Bello', 'Andrea Jabor', 'Antônio Nóbrega', 'Braulio Tavares', 'David Reeks', 'Dinda Salustiano', 'Domingos Montagner', 'Helder Vasconcelos', 'Hélio Leites', 'José Simão', 'Laura Tamiana', 'Lucilene Silva', 'Luiza Marmello', 'Lydia Hortelio']",Portuguese,8.1
2204080,146642,Wildlike (2014) ,"['Adventure', 'Drama', 'Thriller']","['juneau alaska', 'denali national park', 'wilderness', 'alaska', 'one word title']",Frank Hall Green,"['Ella Purnell', 'Brian Geraghty', 'Diane Farr', 'Nolan Gerard Funk', 'Joshua Leonard', 'Julia Forster', 'Christopher Constant', 'Paul Wilcox', 'Thomas Daly', 'Teddy Kyle Smith', 'Ossie Kairaiuak', 'Russell Josh Peterson', 'Bruce Greenwood', 'Jamie Nelson', 'Rich Capitan']",English,6.6
0145393,146644,"Pizza, birra, faso (1998) ","['Crime', 'Drama']","['pinup', 'soccer ball', 'police officer', 'death threat', 'watching television']",Israel Adrián Caetano,"['Héctor Anglada', 'Jorge Sesán', 'Pamela Jordán', 'Adrián Yospe', 'Daniel Di Biase', 'Walter Díaz', 'Martín Adjemián', 'Elena Cánepa', 'Rubén Rodríguez', 'Tony Lestingi', 'Alejandro Pous', 'Marcelo Videla', 'Gustavo Saenz', 'Claudia Moreno', 'Roberto Alvarez']",Spanish,7.1
0353168,146648,Fighter Pilot: Operation Red Flag (2004) ,"['Documentary', 'Short']",['imax'],Stephen Low,"['John Stratton', 'Robert Novotny', 'Sam Morgan', 'Randy Cason', 'Michel Perron', 'Charles Edwin Powell', 'Harald Winter']",English,6.8
3568218,146650,The C Word (2015) ,['Drama'],['woman'],Tim Kirkby,"['Sheridan Smith', 'Paul Nicholls', 'Stephanie Vogt', 'Tom Hutch', 'Marcus Griffiths', 'Rebekah Staton', 'Susannah Fielding', 'Jamie Baughan', 'Silas Carson', 'Michael Maloney', 'Haydn Gwynne', 'Nate Fallows', 'Chrissie Cotterill', 'Peter Landi', 'Orla Fitzgerald']",English,7.6
0132679,146652,All This and World War II (1976) ,"['Documentary', 'History', 'Music', 'War']","['nazi', 'the beatles song', 'archive footage', 'the beatles', 'world war two']",Susan Winslow,"['Milton Berle', 'Humphrey Bogart', 'William C. Bullitt', 'Winston Churchill', 'Don DeFore', 'Dwight D. Eisenhower', 'Henry Fonda', 'Betty Grable', 'Hirohito', 'Adolf Hitler', 'Bob Hope', 'Hedda Hopper', 'Joseph P. Kennedy', 'Charles A. Lindbergh', 'Keye Luke']",English,6.0
4057632,146654,Nous trois ou rien (2015) ,"['Comedy', 'Drama']","['france', 'prison', 'shah', 'migrant', 'ends with real life photos']",Kheiron,"['Kheiron', 'Leïla Bekhti', 'Gérard Darmon', 'Zabou Breitman', 'Alexandre Astier', 'Kyan Khojandi', 'Arsène Mosca', 'Jonathan Cohen', 'Eriq Ebouaney', 'Carole Franck', 'Camélia Jordana', 'Michel Vuillermoz', 'Khereddine Ennasri', 'Sébastien Pouderoux', 'Azize Kabouche']",French,7.3
3076658,146656,Creed (2015) ,"['Drama', 'Sport']","['gym', 'training', 'fight', 'boxing', 'boxing match']",Ryan Coogler,"['Michael B. Jordan', 'Sylvester Stallone', 'Tessa Thompson', 'Phylicia Rashad', 'Andre Ward', 'Tony Bellew', 'Ritchie Coster', ""Jacob 'Stitch' Duran"", 'Graham McTavish', 'Malik Bazille', ""Ricardo 'Padman' McGill"", 'Gabe Rosado', 'Wood Harris', 'Buddy Osborn', 'Rupal Pujara']",English,7.6
0874333,146658,Why I Wore Lipstick to My Mastectomy (2006) ,"['Biography', 'Comedy', 'Drama']","['breast cancer', 'mastectomy', 'female protagonist', 'bare breasts', 'orthopedic surgeon']",Peter Werner,"['Sarah Chalke', 'Jay Harrington', 'Lally Cadeau', 'Harvey Atkin', 'Robin Brûlé', 'Mayko Nguyen', 'Julie Khaner', 'Ron Lea', 'Patti LaBelle', 'Conrad Pla', 'Geoffrey Pounsett', 'Jordan Barker', 'Andrew Gillies', 'Yanna McIntosh', 'Janet Lo']",English,7.2
1831829,146660,William & Kate (2011) ,"['Biography', 'Drama', 'Romance']","['character names as title', 'forenames as title', 'three word title', 'prince charles character', 'prince harry character']",Mark Rosman,"['Camilla Luddington', 'Nico Evers-Swindell', 'Victoria Tennant', 'Charles Shaughnessy', 'Ben Cross', 'Serena Scott Thomas', 'Samantha Whittaker', 'Trilby Glover', 'Jonathan Patrick Moore', 'Richard Alan Reid', 'Christopher Cousins', 'Theo Cross', 'Louise Linton', 'Mary Elise Hayden', 'Laura Waddell']",English,5.0
2065968,146662,Dragons: Gift of the Night Fury (2011) ,"['Animation', 'Short', 'Adventure', 'Comedy', 'Family', 'Fantasy']","['dragon', 'viking', 'island', 'village', 'cgi animation']",Tom Owens,"['Jay Baruchel', 'Gerard Butler', 'Craig Ferguson', 'America Ferrera', 'Jonah Hill', 'Christopher Mintz-Plasse', 'T.J. Miller', 'Kristen Wiig', 'Bridget Hoffman', 'Peter Lavin', 'Neil Dickson', 'Ian Ruskin', 'Julian Barnes']",English,7.6
0464636,146664,Daenseo-ui sunjeong (2005) ,"['Comedy', 'Drama', 'Music', 'Romance']","['dancer', 'dance', 'x ray', 'samba', 'airport']",Young-hoon Park,"['Geun-young Moon', 'Keon-hyeong Park', 'Yu-mi Jeong', 'Gi-su Kim', 'Ji-yeong Kim', 'Ji-yeon Lim', 'Won-Sang Park', 'Ha-Yoon Song', 'Chang Yun']",Korean,6.9
1743360,146666,Sundays at Tiffany's (2010) ,"['Drama', 'Romance']","['produced by alyssa milano', 'imaginary friend', 'kiss', 'infidelity', 'ritual']",Mark Piznarski,"['Alyssa Milano', 'Eric Winter', 'Kristin Booth', 'Emily Alyn Lind', 'Ivan Sergei', 'Stockard Channing', 'Gage Munroe', 'Janet Porter', 'Kofi Payton', 'Lyndie Greenwood', 'Lindsay Ames', 'Meghan Heffern', 'Joan Gregson', 'George R. Robertson', 'Athena Karkanis']",English,6.6
0060450,146668,The Troops in New York (1965) ,"['Adventure', 'Comedy', 'Crime']","['times square manhattan new york city', 'statue of liberty new york city', 'provence', 'new york city', 'manhattan new york city']",Jean Girault,"['Louis de Funès', 'Michel Galabru', 'Christian Marin', 'Guy Grosso', 'Michel Modo', 'Alan Scott', 'Jean Lefebvre', 'Geneviève Grad', 'Marino Masé', 'Mario Pisu', 'Albert Augier', 'Jean-Pierre Bertrand', 'Jean Droze', 'Leroy Haynes', 'Billy Kearns']",French,6.5
0065769,146670,The Troops on Vacation (1970) ,"['Adventure', 'Comedy', 'Crime']","['nude beach', 'nudism', 'disarming nuclear warhead', 'nun', 'hippie']",Jean Girault,"['Louis de Funès', 'Jean Lefebvre', 'Guy Grosso', 'Michel Modo', 'Nicole Vervil', 'France Rumilly', 'Yves Vincent', 'Christian Marin', 'Claude Gensac', 'Michel Galabru', 'Sara Franchetti', 'Ugo Fangareggi', 'Christor Georgiadis', 'Christine Reynolds', 'René Berthier']",French,6.5
0058135,146672,The Troops of St. Tropez (1964) ,"['Adventure', 'Comedy', 'Crime']","['saint tropez', 'police', 'southern france', 'seaside', ""cote d'azur""]",Jean Girault,"['Louis de Funès', 'Geneviève Grad', 'Michel Galabru', 'Daniel Cauchy', 'Madeleine Delavaivre', 'Maria Pacôme', 'Claude Piéplu', 'Gabriele Tinti', 'Michelle Wargnier', 'Christian Marin', 'Jean Lefebvre', 'Jean-Pierre Bertrand', 'Sylvie Bréal', 'Martine de Breteuil', 'Evelyne Céry']",French,7.2
0079200,146674,The Troops & Aliens (1979) ,"['Comedy', 'Crime', 'Sci-Fi']","['alien', 'man dressed as woman', 'car chase', 'beach', 'bicycle']",Jean Girault,"['Louis de Funès', 'Michel Galabru', 'Maurice Risch', 'Jean-Pierre Rambal', 'Guy Grosso', 'Michel Modo', 'France Rumilly', 'Jean-Roger Caussimon', 'Mario David', 'Jacques François', 'Maria Mauban', 'Madeleine Delavaivre', 'Micheline Bourday', 'Jacqueline Jefford', 'René Berthier']",French,6.3
1022885,146676,The Scouting Book for Boys (2009) ,"['Drama', 'Thriller']","['teenage boy', 'barefoot male', 'bare chested male', 'camera shot of bare feet', 'cave']",Tom Harper,"['Thomas Turgoose', 'Holliday Grainger', 'Ruth Wellman', 'Ewen MacIntosh', 'Ann Elsley', 'Rafe Spall', 'Susan Lynch', 'Lorraine Bruce', 'Tony Maudsley', 'Candice Manning', 'Ellen Hussey', 'Susan Earl', 'Steven Mackintosh', 'Michael Webber', 'Stewart Bevan']",N/A,6.6
1677642,146678,The Girls in the Band (2011) ,"['Documentary', 'Biography', 'History', 'Music']","['title directed by female', 'jazz', 'f rated']",Judy Chaikin,"['Geri Allen', 'Jessie Bailey', 'Jane Ira Bloom', 'Clora Bryant', 'Terri Lyne Carrington', 'Anat Cohen', 'Roz Cron', 'Peggy Gilbert', 'Herbie Hancock', 'Ina Ray Hutton', 'Laurence C. Jones', 'Tammy L. Kernodle', 'Sherrie Maricle', 'Marian McPartland', 'James Briggs Murray']",English,7.4
0099377,146680,Deadbeat at Dawn (1988) ,"['Action', 'Crime', 'Horror']","['death of protagonist', 'gore', 'attempted suicide', 'exploitation', 'trashy']",Jim Van Bebber,"['Paul Harper', 'Jim Van Bebber', 'Megan Murphy', 'Ric Walker', 'Marc Pitman', 'Maureen Allisse', 'Tom Burns', 'Steve King', 'Dave Parker', 'Bill Stover', 'Carol Lee', 'Mark Gillespie', 'Tom Harris', 'John Bradley', 'Lili Hendler']",English,6.7
2980626,146682,Twinsters (2015) ,"['Documentary', 'Biography', 'Family']","['twins', 'f rated', 'adoption', 'siblings', 'identical twins']",Samantha Futerman,"['Anaïs Bordier', 'Samantha Futerman', 'Kanoa Goo']",English,7.5
5184298,146684,Cosmic Scrat-tastrophe (2015) ,"['Animation', 'Short', 'Adventure', 'Comedy', 'Family', 'Sci-Fi']","['2010s', 'rat', 'squirrel', 'nut', 'void']",Mike Thurmeier,"['Ray Romano', 'John Leguizamo', 'Denis Leary', 'Chris Wedge']",English,6.9
0037907,146686,Meitô bijomaru (1945) ,['Drama'],[],Kenji Mizoguchi,"['Shôtarô Hanayagi', 'Kan Ishii', 'Eijirô Yanagi', 'Ichijirô Oya', 'Isuzu Yamada']",Japanese,6.7
1291570,146688,Solace (2015) ,"['Crime', 'Drama', 'Mystery', 'Thriller']","['euthanasia', 'psychic', 'serial killer', 'clairvoyant', 'predicting the future']",Afonso Poyart,"['Anthony Hopkins', 'Jeffrey Dean Morgan', 'Abbie Cornish', 'Colin Farrell', 'Matt Gerald', 'Jose Pablo Cantillo', 'Marley Shelton', 'Xander Berkeley', 'Kenny Johnson', 'Joshua Close', 'Sharon Lawrence', 'Janine Turner', 'Luisa Moraes', 'Jordan Woods-Robinson', 'Niyi Oni']",English,6.4
0061626,146690,Enter Laughing (1967) ,"['Comedy', 'Romance']","['subway', 'aspiring actor', 'reference to tyrone power', 'reference to ronald colman', 'reference to clark gable']",Carl Reiner,"['José Ferrer', 'Shelley Winters', 'Elaine May', 'Jack Gilford', 'Janet Margolin', 'David Opatoshu', 'Michael J. Pollard', 'Don Rickles', 'Richard Deacon', 'Nancy Kovack', 'Reni Santoni', 'Herbie Faye', 'Rob Reiner', 'Danny Stein', 'Milton Frome']",English,6.3
0062987,146692,For Singles Only (1968) ,['Comedy'],"['singles', 'campy', 'psychotronic film', 'rape', 'suicide']",Arthur Dreifuss,"['John Saxon', 'Mary Ann Mobley', 'Lana Wood', 'Peter Mark Richman', 'Ann Elder', 'Chris Noel', 'Marty Ingels', 'Hortense Petra', 'Charles Robinson', 'Duke Hobbie', 'Walter Wanderley Trio', 'Talya Ferro', 'Cal Tjader Band', 'The Lewis & Clarke Expedition', 'Nitty Gritty Dirt Band']",English,4.8
1307858,146694,All About Evil (2010) ,"['Comedy', 'Horror']",[],Joshua Grannell,"['Jack Donner', 'Mikayla Rosario', 'Robin Calvert', 'Julie Caitlin Brown', 'Mink Stole', 'Natasha Lyonne', 'Thomas Dekker', 'Cassandra Peterson', 'Joshua Grannell', 'Kat Turner', 'Ariel Hart', 'Ashley Fink', 'Anthony Fitzgerald', 'Lyndsy Kail', 'Santia Andrews']",English,6.1
1680679,146696,Atmen (2011) ,['Drama'],"['pubic hair', 'male frontal nudity', 'male nudity', 'teenage boy', 'penis']",Karl Markovics,"['Thomas Schubert', 'Karin Lischka', 'Georg Friedrich', 'Gerhard Liebmann', 'Stefan Matousch', 'Luna Zimic Mijovic', 'Georg Veitl', 'Klaus Rott', 'Reinhold G. Moritz', 'Martin Oberhauser', 'Magdalena Kronschläger', 'David Oberkogler', 'Michael Duregger', 'Peter Raffalt', 'Stephanie Taussig']",German,6.9
1482989,146698,Li xiao long (2010) ,"['Biography', 'Drama']","['actor', 'martial arts', 'bruce lee', 'husband wife relationship', 'male female relationship']",Manfred Wong,"['Aarif Rahman', 'Tony Ka Fai Leung', 'Christy Chung', 'Jennifer Tse', 'Yishan Zhang', 'Jin Au-Yeung', 'Hanjin Tan', 'Wilfred Lau', 'Tat-Ming Cheung', 'Eddie Cheung', 'Johnson Yuen', 'Alex Yen', 'Michelle Ye', 'Heung Kam Lee', 'Charles Ying']",Cantonese,6.5
2186566,146700,Das kleine Gespenst (2013) ,"['Family', 'Fantasy']","['ghost', 'friendly ghost', 'based on novel', 'character name in title']",Alain Gsponer,"['Jonas Holdenrieder', 'Emily Kusche', 'Nico Hartung', 'Herbert Knaup', 'Bettina Stucky', 'Uwe Ochsenknecht', 'Carlos Richter', 'Stefan Merki', 'Aykut Kayacik', 'Aljoscha Stadelmann', 'Till Valentin Winter', 'Judith Rosmair', 'Sandra Borgmann', 'Stephan Kampwirth', 'Jaymes Butler']",German,5.7
1239228,146704,Confessions of a Go-Go Girl (2008) ,['Drama'],"['girl wears a bra and panties', 'double standard', 'white panties', 'white bra', 'unlikely friendship']",Grant Harvey,"['Chelsea Hobbs', 'Sarah Carter', 'Corbin Bernsen', 'Rachel Hunter', 'Travis Milne', 'Tygh Runyan', 'Karen Kruper', 'James D. Hopkin', 'Graeme Black', 'Judith Buchan', 'James Kot', 'Stafford Lawrence', 'Khari Jones', 'Shae Keebler', 'Terry David Mulligan']",English,5.6
1175505,146706,Lejdis (2008) ,['Comedy'],"['male nudity', 'male frontal nudity']",Tomasz Konecki,"['Edyta Olszówka', 'Anna Dereszowska', 'Izabela Kuna', 'Magdalena Rózczka', 'Robert Wieckiewicz', 'Piotr Adamczyk', 'Rafal Królikowski', 'Tomasz Kot', 'Tomasz Karolak', 'Borys Szyc', 'Danuta Stenka', 'Krzysztof Globisz', 'Jan Englert', 'Wojciech Mecwaldowski', 'Magdalena Boczarska']",Polish,5.4
